type,name,latitude,longitude
Load Node,SANDY_1_N001,35.7994,-115.63
Load Node,SANDY_1_N002,35.7994,-115.63
Generation Node,MOENKOPI_5_N101,36.135,-114.54
Load Node,BANNING_1_N001,33.9223,-116.87
Load Node,BEATTY_1_N003,36.9063,-116.76
Load Node,BEATTY_1_N001,36.9063,-116.76
Load Node,PAHRUMP_1_N017,36.2066,-116
Load Node,PAHRUMP_1_N018,36.2066,-116
Load Node,LERDO_1_N001,35.5001,-119.15
Load Node,LERDO_1_N004,35.5001,-119.15
Load Node,MDWYPS_6_N001,35.4028,-119.46
Load Node,VALLEYVE_1_N001,36.5678,-116.54
Load Node,VISTA_1_N001,36.2863,-115.93
Load Node,VALLEYVE_1_N002,36.5678,-116.54
Generation Node,MIDWAY_2_B1,35.41,-119.46
Load Node,KETTLEMN_6_N001,36.0441,-120.11
Generation Node,KRAMER_1_B1,34.99,-117.55
Load Node,KRAMER_1_N001,34.9901,-117.54
Load Node,THSNDAIR_1_N001,36.1068,-115.97
Generation Node,FOURCORN_5_N501,36.9,-109.5
Load Node,GANSO_1_N001,35.5017,-119.45
Generation Node,YAVAPAI_5_N501,35.5,-1.10E-13
Generation Node,ALTA40ST_7_B1,34.87,-116.86
Generation Node,ALTA30ST_7_B1,34.87,-116.84
Generation Node,ALTA31GT_7_B1,34.87,-116.88
Generation Node,ALTA41GT_7_B1,34.87,-116.85
Load Node,CHARLSTN_1_N001,36.231,-116.15
Generation Node,KRAMER_2_B1,34.98,-117.53
Load Node,AVENAL_6_N001,37.8422,-121.05
Generation Node,FOURCORN_3_N501,36.8,-109.4
Load Node,NAVY35R_1_N001,35.29,-119.45
Load Node,FARREL_1_N002,33.8565,-116.5
Load Node,FARREL_1_N001,33.8565,-116.5
Load Node,BELRIDGE_1_N001,35.4557,-119.63
Load Node,MIDWAY_1_N002,35.4028,-119.46
Generation Node,MIDWAY_1_N047,35.4028,-119.46
Generation Node,MIDWAY_1_B1,35.43,-119.46
Generation Node,WESTWING_5_N501,33.706,-117.79
Generation Node,LUZ8G_7_B1,35.34,-117.13
Generation Node,LUZ9G_7_B1,35.35,-117.09
Generation Node,ELKHIL1G_7_B2,35.45,-119.48
Load Node,ELKHIL2G_7_N001,35.226,-119.38
Generation Node,ELKHIL2G_7_B2,35.45,-119.48
Load Node,ELKHIL1G_7_N001,35.226,-119.38
Generation Node,ELKHIL3G_7_B1,35.45,-119.48
Generation Node,HASSYAMP_5_N101,33.329,-1.10E-13
Generation Node,COLNGAGN_7_B1,36.136,-120.34
Generation Node,PALOVRDE_5_N101,32.5,-114.01
Generation Node,PARKER_2_N101,34.15,-114.29
Load Node,GENE_2_N001,34.3,-114.23
Load Node,CAMINO_2_N001,34.83,-114.99
Load Node,MTNPASS_1_N001,35.5082,-115.53
Load Node,INDIANW_1_N001,33.7582,-116.36
Load Node,INDIANW_1_N005,33.7582,-116.36
Load Node,ARVIN_6_N001,35.1504,-118.88
Load Node,CONCHO_1_N002,33.7858,-116.34
Load Node,FAMOSO_1_N001,35.605,-119.2
Generation Node,GARNET_7_N003,33.9007,-116.54
Load Node,GARNET_7_N001,33.9007,-116.54
Generation Node,GARNET_7_N006,33.9007,-116.54
Generation Node,GARNET_1_N106,33.9,-116.54
Generation Node,GARNET_1_B1,33.9,-116.54
Load Node,SANTARO_1_N001,33.7845,-116.41
Generation Node,SANTARO_1_N024,33.7845,-116.41
Load Node,SANTARO_1_N021,33.7845,-116.41
Load Node,SANTARO_1_N014,33.7845,-116.41
Load Node,SANTARO_1_N017,33.7845,-116.41
Load Node,TAP807_1_N001,34,-116.5
Generation Node,TERAWND_1_N001,34.03,-116.53
Generation Node,TAP804_1_B1,33.92,-116.62
Generation Node,TAP817_1_B1,33.95,-116.49
Generation Node,DEVERS_1_B1,33.94,-116.56
Generation Node,TAP809_1_B1,33.92,-116.57
Generation Node,VENWIND_1_N101,33.96,-116.63
Generation Node,DEVERS_2_B2,33.94,-116.59
Generation Node,INDIGOG2_7_B1,33.9244,-116.57
Generation Node,INDIGOG3_7_B1,33.9244,-116.57
Generation Node,BUCKWND_1_N101,33.9142,-116.58
Generation Node,BUCKWND_1_B1,33.91,-116.57
Generation Node,BUCKWND_1_N001,33.91,-116.57
Generation Node,PANAERO_1_N001,33.97,-116.67
Load Node,SANARDO_6_N001,36.0738,-120.94
Generation Node,RENWIND_1_N001,33.91,-116.67
Generation Node,SEAWIND_1_B1,33.94,-116.73
Generation Node,ALTWIND_1_N001,33.9,-116.58
Generation Node,SANWIND_1_N001,33.91,-116.63
Generation Node,INDIGOG1_7_B1,33.9244,-116.57
Load Node,TEMBLOR_1_N003,35.3828,-119.7
Generation Node,TEMBLOR_1_N004,35.3828,-119.7
Load Node,CYMRIC_1_N001,35.31,-119.63
Generation Node,CYMRIC_1_B1,35.31,-119.63
Generation Node,CYMRIC_1_N004,35.31,-119.63
Generation Node,TRANWND_1_N001,33.9,-116.7
Generation Node,KERNRDGE_1_N003,35.48,-119.77
Load Node,KERNRDGE_1_N001,35.48,-119.77
Generation Node,SUNST_2_N006,35.37,-119.5
Generation Node,BLYTHE_1_N101,33.615,-114.68
Generation Node,LAPLMG4_7_B2,35.35,-119.46
Load Node,LAPLMG2_7_N001,35.36,-119.46
Generation Node,LAPLMG2_7_B2,35.36,-119.46
Generation Node,LAPLMG1_7_B2,35.36,-119.46
Load Node,LAPLMG1_7_N001,35.36,-119.46
Generation Node,LAPLMG3_7_B2,35.36,-119.46
Load Node,LAPLMG4_7_N001,35.35,-119.46
Load Node,LAPLMG3_7_N001,35.36,-119.46
Load Node,TAMARISK_1_N001,33.8173,-116.45
Load Node,BLYTHESC_1_N005,33.615,-114.68
Generation Node,DEVERS_5_B2,33.93,-116.54
Generation Node,DEVERS_5_B1,33.93,-116.54
Load Node,MIDDLTWN_6_N002,38.7528,-122.61
Load Node,MIDDLTWN_6_N101,38.7528,-122.61
Load Node,SMYRNA2_1_N001,35.718,-119.46
Load Node,CAWELOC_1_N001,35.571,-119.12
Load Node,VALLEYSC_1_N001,33.7383,-117.16
Generation Node,VALLEYSC_1_N014,33.7383,-117.16
Generation Node,VALLEYSC_1_N013,33.7383,-117.16
Load Node,VALLEYSC_1_N107,33.7383,-117.16
Load Node,FELLOWSG_7_N001,35.1952,-119.59
Generation Node,FELLOWSG_7_N002,35.1952,-119.59
Generation Node,TEXSUN2G_7_B2,35.36,-119.48
Load Node,TEXSUN2G_7_N001,35.36,-119.48
Generation Node,TEXSUN1G_7_B2,35.37,-119.48
Load Node,TEXSUN1G_7_N001,35.37,-119.48
Generation Node,VALLEYSC_5_B1,33.74,-117.16
Generation Node,TAP806_1_B1,33.87,-116.48
Generation Node,CAPWIND_1_B1,33.88,-116.46
Generation Node,SUNGEN_1_B1,34.9901,-117.54
Generation Node,COACHELV_2_N101,33.9336,-116.58
Generation Node,TAFT1_1_B1,35.15,-119.48
Load Node,TAFT1_1_N004,35.15,-119.48
Load Node,TAFT1_1_N001,35.15,-119.48
Load Node,MORGAN_1_N001,37.1274,-121.66
Load Node,IRONMTN_2_N001,34.16,-115.12
Generation Node,RAMON_2_N001,33.85,-116.27
Generation Node,MTPOSO_7_N001,35.56,-119.1
Load Node,ESTQNCY_6_N001,39.9381,-120.91
Load Node,EAGLEMTN_2_N002,33.82,-115.44
Load Node,EAGLEMTN_2_N001,33.82,-115.44
Generation Node,EAGLEMTN_2_B1,33.82,-115.44
Load Node,QUEBEC_1_N001,36.07,-119.56
Load Node,ALPAUGH_1_N001,35.9634,-119.46
Generation Node,JHINDS_2_B1,33.71,-115.62
Load Node,RANDSBRG_1_N001,35.3757,-117.66
Load Node,KONOCTI6_6_N001,38.9325,-122.74
Load Node,OILFLDS_6_N007,35.9564,-120.85
Generation Node,OILFLDS_6_N009,35.9564,-120.85
Load Node,OILFLDS_6_N001,35.9564,-120.85
Load Node,REDBUD_1_N004,39.0279,-122.66
Load Node,REDBUD_1_N001,39.0279,-122.66
Load Node,INYOKERN_1_N008,35.6526,-117.79
Load Node,INYOKERN_1_N001,35.6526,-117.79
Generation Node,INYOKERN_1_B1,35.65,-117.79
Generation Node,CITYUKH_1_N001,39.1429,-123.19
Load Node,CITYUKH_1_B1,39.1429,-123.19
Load Node,UKIAH_1_N001,39.1429,-123.19
Load Node,UKIAH_1_N005,39.1429,-123.19
Generation Node,ANAHEIMG_7_B1,33.81,-117.91
Load Node,CLOVRDLE_1_N001,38.7958,-123.01
Generation Node,EGLERCK_1_B1,38.88,-122.87
Generation Node,GEYSR11_1_B1,38.78,-123.1
Generation Node,SUMMIT3_6_N101,39.3192,-120.38
Load Node,SUMMIT_6_N001,39.3192,-120.38
Load Node,TAMARACK_6_N001,39.3137,-120.5
Generation Node,GEYSER11_7_B1,38.79,-123.1
Generation Node,SUMMIT1_1_N101,39.3192,-120.38
Generation Node,GEYSER78_7_B1,38.9,-122.87
Generation Node,GEYSER78_7_B3,38.9,-122.87
Generation Node,SUMMIT2_1_N101,39.3192,-120.38
Generation Node,GEYSR5-6_7_B2,38.79,-123.08
Load Node,GEYSR5-6_7_N001,38.8055,-122.82
Generation Node,GEYSR5-6_7_B3,38.79,-123.08
Generation Node,DRUM_1_B1,39.2,-120.81
Generation Node,VILLAPK_2_N029,33.8157,-117.83
Generation Node,VILLAPK_2_N028,33.8157,-117.83
Load Node,BONNIEN_7_N001,39.2143,-120.81
Generation Node,BONNIEN_7_N002,39.2143,-120.81
Load Node,SHADYGLN_6_N001,39.1151,-120.95
Load Node,WEMRSWS_6_N001,39.036,-120.99
Load Node,FORSTHL_6_N001,39.0193,-120.83
Load Node,SEARLES_7_N001,35.6971,-117.4
Generation Node,SEARLES_7_N002,35.6971,-117.4
Generation Node,SEARLES_7_N004,35.6971,-117.4
Generation Node,MCGEN_7_B1,35.7573,-117.39
